id_aluno,id_curso,data_matricula
2413,3,2024-10-09
2414,6,2024-03-23
2415,5,2024-05-10
2416,4,2024-09-02
2417,6,2024-04-29
2418,3,2024-07-31
2419,2,2024-05-09
2420,5,2024-07-19
2421,1,2024-09-24
2422,1,2024-07-20
2423,4,2024-09-01
2424,5,2024-06-09
2425,3,2024-10-01
2426,3,2024-06-04
2427,1,2024-05-07
2428,6,2024-09-14
2429,2,2024-05-17
2430,6,2024-08-15
2431,3,2024-03-29
2432,5,2024-05-06
2433,1,2024-02-25
2434,4,2024-02-25
2435,6,2024-08-03
2436,4,2024-04-04
2437,5,2024-04-30
2438,2,2024-04-22
2439,1,2024-04-16
2440,6,2024-02-15
2441,1,2024-09-24
2442,2,2024-07-02
2443,6,2024-08-04
2444,5,2024-05-06
2445,5,2024-08-05
2446,5,2024-05-16
2447,3,2024-03-29
2448,5,2024-06-11
2449,4,2024-09-23
2450,4,2024-10-22
2451,1,2024-07-06
2452,4,2024-11-05
2453,4,2024-09-11
2454,3,2024-10-02
2455,1,2024-03-09
2456,3,2024-01-05
2457,5,2024-03-28
2458,1,2024-03-17
2459,6,2024-08-14
2460,2,2024-07-07
2461,6,2024-01-29
2462,4,2024-02-22
2463,5,2024-04-06
2464,1,2024-09-16
2465,5,2024-03-25
2466,5,2024-01-29
2467,4,2024-07-30
2468,2,2024-10-21
2469,6,2024-05-06
2470,3,2024-05-18
2471,2,2024-10-15
2472,4,2024-09-21
2473,4,2024-06-08
2474,2,2024-05-07
2475,2,2024-01-19
2476,2,2024-07-15
2477,3,2024-05-13
2478,4,2024-08-30
2479,2,2024-04-29
2480,4,2024-01-13
2481,3,2024-04-20
2482,1,2024-09-09
2483,4,2024-10-25
2484,5,2024-10-06
2485,3,2024-09-21
2486,5,2024-04-14
2487,2,2024-06-08
2488,4,2024-09-02
2489,4,2024-04-07
2490,2,2024-10-17
2491,2,2024-08-31
2492,2,2024-08-17
2493,5,2024-03-26
2494,5,2024-09-04
2495,4,2024-10-21
2496,4,2024-10-17
2497,1,2024-06-05
2498,4,2024-06-11
2499,3,2024-08-20
2500,1,2024-04-19
2501,6,2024-10-31
2502,1,2024-10-29
2503,2,2024-01-26
2504,3,2024-05-30
2505,3,2024-05-20
2506,4,2024-10-22
2507,5,2024-09-11
2508,2,2024-05-26
2509,5,2024-07-18
2510,2,2024-05-31
2511,2,2024-05-17
2512,1,2024-05-08
2513,5,2024-10-21
2514,4,2024-04-16
2515,1,2024-08-26
2516,1,2024-10-17
2517,1,2024-03-22
2518,3,2024-03-19
2519,6,2024-03-07
2520,3,2024-04-05
2521,3,2024-08-07
2522,2,2024-03-29
2523,6,2024-09-26
2524,3,2024-06-19
2525,1,2024-10-23
2526,4,2024-06-06
2527,4,2024-06-02
2528,6,2024-03-20
2529,6,2024-03-27
2530,6,2024-01-27
2531,6,2024-09-25
2532,6,2024-01-03
2533,6,2024-10-26
2534,1,2024-03-12
2535,4,2024-09-15
2536,4,2024-03-13
2537,4,2024-05-18
2538,5,2024-02-10
2539,2,2024-04-09
2540,3,2024-07-11
2541,1,2024-05-26
2542,1,2024-01-20
2543,6,2024-07-01
2544,5,2024-07-19
2545,1,2024-02-22
2546,5,2024-02-08
2547,4,2024-03-27
2548,6,2024-09-12
2549,5,2024-01-11
2550,6,2024-06-17
2551,3,2024-02-21
2552,2,2024-04-20
2553,2,2024-10-18
2554,1,2024-04-10
2555,2,2024-01-13
2556,4,2024-08-01
2557,6,2024-08-12
2558,1,2024-07-23
2559,3,2024-06-22
2560,3,2024-07-13
2561,3,2024-05-25
2562,2,2024-07-09
2563,2,2024-05-25
2564,2,2024-10-28
2565,1,2024-06-26
2566,3,2024-04-25
2567,3,2024-05-16
2568,5,2024-09-29
2569,6,2024-03-25
2570,1,2024-04-30
2571,2,2024-10-26
2572,4,2024-08-09
2573,4,2024-05-19
2574,2,2024-04-06
2575,6,2024-01-13
2576,2,2024-07-15
2577,1,2024-03-25
2578,1,2024-02-16
2579,4,2024-07-10
2580,3,2024-06-12
2581,5,2024-02-19
2582,2,2024-04-25
2583,3,2024-09-18
2584,4,2024-06-27
2585,2,2024-01-17
2586,6,2024-08-07
2587,5,2024-02-14
2588,5,2024-08-25
2589,2,2024-06-21
2590,3,2024-02-11
2591,1,2024-06-09
2592,5,2024-01-18
2593,3,2024-07-27
2594,3,2024-07-31
2595,6,2024-04-04
2596,4,2024-09-10
2597,5,2024-11-03
2598,6,2024-03-22
2599,4,2024-08-05
2600,6,2024-06-15
2601,6,2024-10-12
2602,1,2024-02-16
2603,4,2024-06-12
2604,6,2024-08-10
2605,6,2024-05-03
2606,5,2024-09-06
2607,3,2024-02-07
2608,1,2024-05-06
2609,3,2024-03-08
2610,5,2024-03-31
2611,5,2024-04-27
2612,4,2024-08-15
2613,1,2024-08-25
2614,2,2024-08-10
2615,6,2024-02-23
2616,2,2024-05-29
2617,2,2024-10-15
2618,2,2024-06-21
2619,4,2024-11-01
2620,3,2024-03-26
2621,5,2024-05-31
2622,3,2024-03-17
2623,1,2024-03-15
2624,5,2024-01-21
2625,6,2024-03-05
2626,6,2024-01-23
2627,3,2024-04-19
2628,2,2024-05-07
2629,6,2024-09-15
2630,6,2024-08-04
2631,5,2024-03-28
2632,6,2024-03-09
2633,6,2024-01-15
2634,5,2024-04-29
2635,4,2024-06-10
2636,5,2024-06-24
2637,4,2024-05-26
2638,4,2024-07-10
2639,3,2024-07-31
2640,4,2024-01-21
2641,1,2024-04-07
2642,3,2024-10-09
2643,4,2024-09-16
2644,4,2024-09-27
2645,3,2024-03-08
2646,3,2024-09-13
2647,3,2024-10-04
2648,5,2024-02-15
2649,6,2024-07-29
2650,6,2024-01-06
2651,6,2024-10-20
2652,2,2024-03-29
2653,6,2024-09-20
2654,5,2024-08-04
2655,6,2024-01-19
2656,2,2024-05-03
2657,3,2024-10-05
2658,2,2024-04-26
2659,4,2024-05-02
2660,3,2024-01-07
2661,6,2024-08-09
2662,4,2024-03-31
2663,6,2024-06-03
2664,4,2024-01-12
2665,3,2024-08-14
2666,1,2024-08-09
2667,1,2024-02-20
2668,1,2024-07-26
2669,3,2024-04-04
2670,6,2024-10-06
2671,3,2024-03-14
2672,2,2024-01-08
2673,5,2024-07-14
2674,2,2024-03-13
2675,2,2024-02-05
2676,6,2024-09-26
2677,5,2024-06-07
2678,3,2024-05-24
2679,6,2024-08-19
2680,5,2024-05-25
2681,4,2024-05-04
2682,6,2024-01-29
2683,1,2024-07-30
2684,1,2024-02-19
2685,4,2024-09-13
2686,1,2024-02-15
2687,3,2024-06-04
2688,3,2024-01-26
2689,5,2024-05-31
2690,1,2024-05-21
2691,6,2024-10-25
2692,2,2024-07-02
2693,1,2024-02-04
2694,1,2024-04-12
2695,2,2024-05-20
2696,1,2024-07-03
2697,4,2024-06-15
2698,6,2024-07-11
2699,3,2024-10-11
2700,5,2024-04-23
2701,2,2024-07-02
2702,5,2024-08-07
2703,5,2024-07-03
2704,2,2024-11-01
2705,1,2024-04-04
2706,6,2024-08-06
2707,4,2024-08-11
2708,2,2024-08-26
2709,2,2024-09-25
2710,2,2024-08-17
2711,2,2024-04-04
2712,4,2024-08-23
2713,3,2024-06-05
2714,2,2024-03-02
2715,1,2024-06-28
2716,1,2024-01-31
2717,4,2024-07-29
2718,1,2024-09-05
2719,5,2024-04-30
2720,1,2024-05-17
2721,3,2024-05-19
2722,1,2024-04-06
2723,5,2024-10-18
2724,6,2024-07-12
2725,5,2024-01-12
2726,6,2024-04-18
2727,6,2024-05-12
2728,1,2024-09-10
2729,4,2024-02-25
2730,5,2024-10-14
2731,1,2024-03-02
2732,5,2024-05-09
2733,5,2024-03-15
2734,6,2024-02-12
2735,5,2024-01-07
2736,4,2024-10-24
2737,5,2024-04-07
2738,6,2024-02-15
2739,4,2024-04-19
2740,4,2024-05-12
2741,6,2024-05-09
2742,6,2024-09-30
2743,5,2024-07-03
2744,4,2024-02-01
2745,4,2024-04-07
2746,2,2024-07-13
2747,6,2024-07-07
2748,2,2024-04-04
2749,3,2024-04-18
2750,5,2024-04-27
2751,2,2024-03-03
2752,6,2024-03-24
2753,3,2024-07-24
2754,3,2024-01-01
2755,5,2024-07-01
2756,4,2024-04-06
2757,1,2024-09-22
2758,3,2024-10-15
2759,5,2024-09-27
2760,4,2024-05-22
2761,4,2024-04-09
2762,4,2024-10-17
2763,3,2024-02-03
2764,3,2024-08-29
2765,5,2024-05-15
2766,1,2024-03-19
2767,6,2024-10-09
2768,4,2024-03-15
2769,6,2024-10-02
2770,4,2024-07-27
2771,5,2024-06-26
2772,6,2024-09-10
2773,1,2024-01-27
2774,4,2024-03-28
2775,3,2024-10-29
2776,3,2024-01-09
2777,3,2024-03-15
2778,3,2024-03-29
2779,1,2024-08-04
2780,4,2024-01-24
2781,6,2024-01-01
2782,2,2024-03-14
2783,5,2024-02-04
2784,2,2024-04-30
2785,1,2024-08-05
2786,4,2024-07-20
2787,4,2024-05-19
2788,2,2024-11-04
2789,5,2024-02-13
2790,3,2024-01-06
2791,2,2024-02-23
2792,3,2024-01-27
2793,2,2024-08-10
2794,1,2024-08-20
2795,2,2024-01-21
2796,6,2024-10-05
2797,4,2024-02-16
2798,6,2024-08-06
2799,2,2024-09-24
2800,5,2024-04-23
2801,4,2024-09-13
2802,2,2024-06-28
2803,6,2024-01-25
2804,1,2024-05-17
2805,3,2024-06-18
2806,5,2024-09-12
2807,5,2024-08-30
2808,4,2024-09-27
2809,2,2024-02-01
2810,6,2024-07-11
2811,1,2024-09-26
2812,2,2024-05-25
2813,5,2024-02-12
2814,2,2024-05-31
2815,6,2024-04-18
2816,1,2024-05-29
2817,4,2024-03-28
2818,3,2024-05-19
2819,4,2024-01-29
2820,5,2024-05-23
2821,1,2024-07-28
2822,6,2024-04-15
2823,3,2024-02-23
2824,1,2024-04-13
2825,1,2024-05-05
2826,5,2024-04-03
2827,4,2024-02-06
2828,6,2024-06-10
2829,5,2024-05-14
2830,2,2024-06-16
2831,5,2024-02-27
2832,4,2024-01-31
2833,2,2024-01-28
2834,4,2024-01-03
2835,2,2024-04-17
2836,6,2024-03-17
2837,5,2024-03-31
2838,2,2024-07-18
2839,5,2024-06-17
2840,1,2024-05-18
2841,5,2024-07-08
2842,3,2024-03-01
2843,5,2024-02-08
2844,6,2024-03-30
2845,3,2024-07-04
2846,6,2024-04-02
2847,6,2024-01-02
2848,3,2024-04-13
2849,4,2024-04-07
2850,5,2024-11-02
2851,3,2024-03-30
2852,5,2024-08-03
2853,4,2024-07-19
2854,2,2024-03-10
2855,5,2024-03-17
2856,2,2024-02-28
2857,5,2024-03-18
2858,6,2024-08-18
2859,4,2024-10-26
2860,2,2024-07-30
2861,1,2024-04-26
2862,3,2024-02-22
2863,2,2024-04-29
2864,3,2024-03-17
2865,2,2024-04-08
2866,4,2024-06-02
2867,4,2024-10-02
2868,4,2024-07-01
2869,4,2024-05-04
2870,3,2024-06-18
2871,5,2024-09-06
2872,4,2024-10-02
2873,6,2024-02-18
2874,2,2024-07-25
2875,1,2024-10-01
2876,2,2024-07-21
2877,3,2024-09-22
2878,4,2024-11-06
2879,6,2024-09-06
2880,3,2024-07-03
2881,3,2024-02-11
2882,5,2024-01-28
2883,6,2024-05-21
2884,5,2024-03-01
2885,1,2024-02-05
2886,6,2024-10-19
2887,6,2024-03-30
2888,3,2024-06-30
2889,5,2024-04-19
2890,1,2024-08-13
2891,4,2024-07-26
2892,1,2024-10-06
2893,3,2024-06-02
2894,1,2024-09-27
2895,6,2024-03-16
2896,2,2024-02-07
2897,3,2024-10-05
2898,6,2024-07-03
2899,6,2024-04-02
2900,6,2024-01-23
2901,6,2024-10-22
2902,6,2024-10-30
2903,6,2024-08-28
2904,5,2024-04-08
2905,2,2024-01-08
2906,2,2024-06-21
2907,5,2024-06-04
2908,5,2024-10-09
2909,6,2024-09-18
2910,2,2024-03-08
2911,3,2024-06-13
2912,3,2024-10-28
2913,6,2024-05-19
2914,6,2024-02-11
2915,4,2024-10-16
2916,4,2024-10-27
2917,3,2024-07-25
2918,6,2024-05-15
2919,4,2024-01-21
2920,5,2024-09-24
2921,1,2024-08-20
2922,4,2024-09-09
2923,6,2024-03-08
2924,1,2024-04-10
2925,2,2024-07-24
2926,2,2024-03-27
2927,2,2024-05-23
2928,2,2024-04-22
2929,2,2024-07-24
2930,3,2024-01-08
2931,5,2024-03-12
2932,4,2024-04-15
2933,5,2024-10-07
2934,1,2024-05-11
2935,3,2024-03-25
2936,2,2024-07-07
2937,1,2024-01-22
2938,2,2024-02-26
2939,4,2024-05-04
2940,6,2024-09-11
2941,5,2024-09-19
2942,3,2024-06-18
2943,2,2024-05-13
2944,2,2024-09-17
2945,2,2024-08-19
2946,5,2024-03-27
2947,5,2024-05-27
2948,2,2024-07-17
2949,3,2024-05-30
2950,3,2024-07-30
2951,5,2024-08-10
2952,4,2024-02-29
2953,6,2024-01-17
2954,4,2024-06-02
2955,5,2024-08-16
2956,4,2024-04-09
2957,2,2024-07-14
2958,6,2024-10-27
2959,4,2024-02-24
2960,6,2024-04-07
2961,3,2024-09-12
2962,3,2024-03-20
2963,3,2024-09-12
2964,1,2024-06-25
2965,6,2024-06-20
2966,4,2024-05-25
2967,5,2024-10-14
2968,6,2024-04-28
2969,2,2024-08-24
2970,5,2024-04-02
2971,1,2024-04-29
2972,5,2024-02-10
2973,5,2024-03-20
2974,3,2024-03-29
2975,5,2024-04-13
2976,6,2024-01-30
2977,2,2024-04-28
2978,2,2024-09-09
2979,3,2024-08-05
2980,2,2024-09-20
2981,4,2024-11-01
2982,5,2024-05-25
2983,4,2024-02-17
2984,2,2024-04-08
2985,3,2024-03-15
2986,3,2024-07-13
2987,5,2024-06-08
2988,6,2024-01-13
2989,6,2024-01-25
2990,3,2024-02-06
2991,4,2024-08-22
2992,5,2024-04-04
2993,4,2024-09-09
2994,6,2024-04-26
2995,5,2024-08-26
2996,1,2024-11-03
2997,2,2024-08-04
2998,5,2024-09-16
2999,2,2024-08-02
3000,3,2024-03-19
3001,3,2024-01-02
3002,6,2024-03-26
3003,5,2024-10-27
3004,5,2024-11-02
3005,6,2024-04-06
3006,3,2024-11-05
3007,2,2024-08-08
3008,4,2024-02-22
3009,5,2024-07-04
3010,4,2024-02-22
3011,5,2024-02-14
3012,2,2024-10-16
3013,3,2024-02-25
3014,5,2024-03-26
3015,1,2024-04-23
3016,1,2024-03-30
3017,3,2024-09-26
3018,3,2024-10-25
3019,5,2024-08-12
3020,3,2024-06-16
3021,3,2024-03-23
3022,6,2024-05-15
3023,4,2024-08-09
3024,5,2024-02-07
3025,6,2024-09-28
3026,6,2024-05-28
3027,1,2024-06-05
3028,5,2024-04-01
3029,6,2024-08-05
3030,2,2024-03-29
3031,6,2024-03-15
3032,3,2024-06-25
3033,5,2024-04-30
3034,1,2024-10-17
3035,4,2024-01-01
3036,6,2024-07-30
3037,4,2024-08-21
3038,2,2024-01-28
3039,1,2024-03-07
3040,2,2024-01-01
3041,5,2024-07-05
3042,5,2024-07-09
3043,6,2024-01-30
3044,4,2024-06-04
3045,3,2024-09-03
3046,1,2024-09-04
3047,5,2024-04-12
3048,5,2024-04-23
3049,4,2024-03-12
3050,4,2024-01-24
3051,5,2024-04-21
3052,1,2024-11-04
3053,1,2024-05-11
3054,3,2024-02-09
3055,3,2024-11-02
3056,5,2024-10-24
3057,6,2024-07-19
3058,3,2024-07-14
3059,5,2024-05-11
3060,6,2024-07-30
3061,1,2024-05-04
3062,1,2024-08-20
3063,5,2024-09-25
3064,2,2024-09-12
3065,6,2024-02-10
3066,6,2024-02-28
3067,6,2024-09-19
3068,6,2024-06-02
3069,5,2024-04-29
3070,2,2024-08-19
3071,6,2024-06-01
3072,4,2024-02-18
3073,2,2024-08-16
3074,5,2024-03-14
3075,5,2024-03-06
3076,1,2024-08-24
3077,2,2024-08-09
3078,3,2024-10-12
3079,2,2024-01-01
3080,4,2024-04-20
3081,6,2024-06-25
3082,4,2024-06-27
3083,1,2024-08-01
3084,3,2024-10-28
3085,1,2024-09-02
3086,3,2024-07-17
3087,2,2024-10-10
3088,1,2024-04-07
3089,2,2024-03-30
3090,3,2024-10-10
3091,6,2024-05-29
3092,1,2024-10-03
3093,2,2024-05-14
3094,3,2024-01-22
3095,5,2024-10-10
3096,6,2024-03-21
3097,1,2024-01-01
3098,1,2024-07-18
3099,1,2024-05-13
3100,6,2024-07-09
3101,5,2024-05-01
3102,1,2024-06-02
3103,5,2024-02-28
3104,6,2024-08-14
3105,5,2024-08-11
3106,4,2024-02-01
3107,1,2024-09-04
3108,5,2024-04-17
3109,3,2024-09-12
3110,3,2024-01-27
3111,6,2024-06-13
3112,2,2024-05-06
3113,1,2024-02-04
3114,2,2024-07-01
3115,1,2024-02-12
3116,2,2024-05-15
3117,1,2024-06-13
3118,6,2024-09-07
3119,2,2024-07-27
3120,4,2024-04-30
3121,1,2024-04-16
3122,2,2024-06-05
3123,2,2024-08-13
3124,1,2024-05-14
3125,3,2024-09-03
3126,2,2024-06-03
3127,4,2024-01-21
3128,2,2024-09-13
3129,3,2024-09-23
3130,3,2024-08-11
3131,1,2024-09-14
3132,4,2024-07-21
3133,2,2024-10-03
3134,6,2024-10-03
3135,1,2024-08-25
3136,2,2024-06-15
3137,5,2024-03-28
3138,1,2024-10-03
3139,6,2024-03-31
3140,6,2024-04-09
3141,4,2024-09-19
3142,2,2024-10-09
3143,2,2024-02-16
3144,1,2024-10-11
3145,5,2024-06-11
3146,5,2024-03-07
3147,4,2024-06-10
3148,3,2024-02-23
3149,6,2024-05-17
3150,2,2024-04-16
3151,3,2024-06-29
3152,1,2024-04-01
3153,5,2024-02-10
3154,2,2024-06-18
3155,5,2024-02-16
3156,2,2024-05-01
3157,4,2024-06-06
3158,2,2024-02-08
3159,3,2024-10-19
3160,3,2024-07-25
3161,5,2024-07-04
3162,1,2024-01-23
3163,6,2024-01-20
3164,4,2024-04-08
3165,1,2024-04-04
3166,5,2024-06-02
3167,1,2024-10-04
3168,6,2024-10-30
3169,5,2024-07-18
3170,3,2024-08-16
3171,5,2024-02-26
3172,1,2024-08-29
3173,4,2024-01-09
3174,5,2024-10-14
3175,2,2024-07-18
3176,6,2024-03-25
3177,1,2024-05-28
3178,3,2024-01-07
3179,6,2024-07-30
3180,2,2024-03-15
3181,2,2024-03-20
3182,6,2024-09-03
3183,1,2024-08-25
3184,2,2024-02-18
3185,3,2024-07-10
3186,3,2024-01-03
3187,4,2024-06-24
3188,3,2024-01-22
3189,5,2024-01-06
3190,3,2024-04-17
3191,6,2024-08-09
3192,1,2024-03-17
3193,3,2024-02-25
3194,4,2024-08-08
3195,5,2024-06-06
3196,6,2024-02-07
3197,5,2024-11-01
3198,2,2024-07-11
3199,1,2024-01-15
3200,4,2024-02-07
3201,3,2024-06-10
3202,3,2024-01-20
3203,6,2024-03-29
3204,6,2024-08-07
3205,2,2024-11-06
3206,5,2024-05-25
3207,6,2024-03-06
3208,4,2024-06-15
3209,4,2024-10-17
3210,6,2024-02-19
3211,3,2024-02-12
3212,4,2024-11-04
3213,6,2024-09-08
3214,4,2024-03-31
3215,3,2024-04-20
3216,1,2024-05-29
3217,6,2024-03-22
3218,2,2024-06-27
3219,5,2024-04-14
3220,5,2024-05-14
3221,3,2024-04-25
3222,1,2024-10-01
3223,1,2024-05-25
3224,2,2024-10-31
3225,6,2024-06-19
3226,4,2024-02-23
3227,2,2024-01-12
3228,2,2024-07-29
3229,5,2024-09-07
3230,4,2024-04-22
3231,2,2024-09-13
3232,1,2024-05-13
3233,6,2024-07-17
3234,2,2024-06-07
3235,2,2024-10-16
3236,1,2024-03-01
3237,5,2024-08-17
3238,5,2024-08-09
3239,2,2024-08-08
3240,1,2024-06-04
3241,3,2024-03-26
3242,1,2024-08-10
3243,1,2024-08-03
3244,2,2024-04-20
3245,4,2024-07-25
3246,1,2024-06-01
3247,2,2024-05-04
3248,4,2024-04-09
3249,6,2024-06-18
3250,6,2024-05-20
3251,4,2024-04-09
3252,4,2024-08-28
3253,6,2024-05-19
3254,3,2024-08-25
3255,4,2024-01-05
3256,3,2024-09-07
3257,6,2024-02-15
3258,3,2024-10-11
3259,6,2024-04-20
3260,4,2024-05-31
3261,3,2024-08-04
3262,3,2024-10-09
3263,5,2024-01-15
3264,3,2024-11-01
3265,1,2024-05-29
3266,3,2024-10-27
3267,5,2024-03-18
3268,3,2024-10-26
3269,2,2024-11-03
3270,4,2024-04-26
3271,3,2024-08-17
3272,1,2024-10-30
3273,2,2024-07-10
3274,6,2024-10-07
3275,4,2024-10-03
3276,2,2024-10-17
3277,1,2024-03-08
3278,6,2024-07-13
3279,3,2024-02-21
3280,1,2024-02-15
3281,6,2024-07-29
3282,5,2024-06-16
3283,1,2024-03-12
3284,6,2024-03-13
3285,5,2024-01-27
3286,5,2024-08-01
3287,1,2024-03-07
3288,2,2024-03-13
3289,2,2024-06-12
3290,1,2024-03-29
3291,4,2024-01-14
3292,5,2024-05-05
3293,3,2024-04-30
3294,2,2024-08-23
3295,4,2024-08-09
3296,5,2024-03-08
3297,6,2024-05-26
3298,6,2024-03-05
3299,4,2024-03-14
3300,5,2024-10-15
3301,2,2024-01-16
3302,2,2024-01-20
3303,3,2024-07-23
3304,3,2024-05-08
3305,1,2024-02-28
3306,5,2024-05-02
3307,3,2024-05-13
3308,3,2024-07-16
3309,6,2024-08-01
3310,6,2024-03-12
3311,4,2024-03-31
3312,6,2024-08-08
3313,6,2024-09-07
3314,5,2024-01-14
3315,6,2024-05-12
3316,4,2024-08-30
3317,3,2024-08-10
3318,3,2024-07-31
3319,5,2024-08-11
3320,1,2024-10-25
3321,3,2024-09-14
3322,1,2024-11-04
3323,3,2024-06-27
3324,4,2024-05-12
3325,6,2024-09-06
3326,6,2024-04-09
3327,1,2024-05-09
3328,4,2024-01-04
3329,6,2024-04-02
3330,3,2024-05-06
3331,4,2024-01-02
3332,5,2024-01-02
3333,3,2024-02-04
3334,6,2024-06-02
3335,1,2024-09-28
3336,5,2024-03-22
3337,5,2024-06-22
3338,1,2024-10-21
3339,1,2024-03-28
3340,3,2024-08-22
3341,1,2024-04-05
3342,5,2024-05-08
3343,4,2024-06-21
3344,5,2024-06-16
3345,2,2024-06-17
3346,4,2024-08-16
3347,5,2024-10-08
3348,6,2024-05-07
3349,4,2024-07-29
3350,1,2024-07-16
3351,6,2024-04-03
3352,2,2024-10-29
3353,5,2024-02-05
3354,4,2024-08-10
3355,4,2024-03-15
3356,3,2024-01-25
3357,1,2024-03-14
3358,1,2024-01-15
3359,3,2024-08-19
3360,5,2024-09-30
3361,6,2024-06-06
3362,5,2024-11-01
3363,1,2024-01-16
3364,3,2024-05-05
3365,6,2024-07-03
3366,1,2024-05-18
3367,2,2024-08-31
3368,4,2024-01-21
3369,6,2024-01-12
3370,1,2024-08-16
3371,1,2024-10-13
3372,5,2024-05-20
3373,2,2024-01-13
3374,4,2024-09-17
3375,3,2024-09-07
3376,5,2024-04-21
3377,6,2024-04-02
3378,3,2024-10-30
3379,1,2024-05-19
3380,5,2024-05-07
3381,1,2024-04-02
3382,4,2024-09-01
3383,6,2024-05-05
3384,4,2024-07-01
3385,1,2024-05-06
3386,3,2024-01-04
3387,1,2024-05-15
3388,4,2024-06-13
3389,5,2024-04-19
3390,1,2024-08-24
3391,1,2024-09-15
3392,6,2024-01-23
3393,1,2024-09-18
3394,1,2024-08-27
3395,4,2024-06-11
3396,5,2024-01-03
3397,4,2024-01-01
3398,4,2024-03-22
3399,5,2024-11-04
3400,4,2024-05-09
3401,5,2024-08-11
3402,6,2024-07-13
3403,3,2024-06-02
3404,5,2024-07-29
3405,5,2024-09-10
3406,1,2024-07-27
3407,4,2024-09-07
3408,1,2024-01-07
3409,4,2024-05-16
3410,1,2024-02-23
3411,6,2024-07-04
3412,6,2024-08-31
3413,1,2024-02-17
3414,5,2024-08-16
3415,5,2024-04-07
3416,6,2024-03-22
3417,4,2024-03-23
3418,2,2024-03-17
3419,3,2024-01-21
3420,2,2024-03-11
3421,4,2024-08-09
3422,6,2024-02-11
3423,1,2024-07-28
3424,5,2024-02-17
3425,4,2024-04-18
3426,4,2024-01-19
3427,3,2024-08-19
3428,6,2024-10-05
3429,6,2024-01-09
3430,6,2024-02-16
3431,1,2024-02-08
3432,1,2024-03-05
3433,6,2024-07-10
3434,2,2024-10-04
3435,2,2024-05-22
3436,3,2024-03-14
3437,1,2024-10-16
3438,4,2024-03-21
3439,3,2024-06-11
3440,2,2024-04-10
3441,5,2024-06-26
3442,2,2024-06-26
3443,5,2024-05-24
3444,3,2024-08-17
3445,1,2024-07-17
3446,1,2024-08-24
3447,4,2024-05-21
3448,3,2024-02-02
3449,3,2024-03-24
3450,1,2024-11-06
3451,4,2024-06-19
3452,1,2024-07-23
3453,6,2024-03-05
3454,6,2024-08-25
3455,4,2024-09-12
3456,1,2024-09-08
3457,3,2024-06-21
3458,2,2024-01-25
3459,5,2024-01-31
3460,1,2024-02-09
3461,6,2024-02-26
3462,3,2024-11-02
3463,3,2024-03-17
3464,5,2024-07-19
3465,5,2024-04-01
3466,3,2024-02-23
3467,4,2024-03-10
3468,5,2024-10-20
3469,2,2024-05-11
3470,2,2024-06-17
3471,6,2024-07-29
3472,6,2024-01-31
3473,1,2024-08-22
3474,4,2024-09-27
3475,1,2024-01-03
3476,3,2024-01-10
3477,3,2024-10-09
3478,5,2024-09-01
3479,2,2024-05-03
3480,3,2024-02-19
3481,6,2024-03-07
3482,4,2024-08-11
3483,6,2024-07-13
3484,1,2024-04-21
3485,4,2024-08-28
3486,5,2024-07-10
3487,4,2024-02-22
3488,1,2024-05-07
3489,3,2024-01-02
3490,6,2024-02-08
3491,2,2024-04-03
3492,4,2024-05-18
3493,4,2024-07-24
3494,3,2024-09-05
3495,6,2024-03-13
3496,1,2024-02-07
3497,2,2024-04-18
3498,6,2024-01-09
3499,4,2024-09-25
3500,6,2024-04-12
3501,5,2024-03-18
3502,1,2024-02-24
3503,1,2024-10-02
3504,2,2024-07-08
3505,1,2024-08-16
3506,1,2024-03-30
3507,4,2024-03-17
3508,2,2024-02-08
3509,3,2024-09-18
3510,1,2024-05-10
3511,2,2024-04-27
3512,4,2024-09-20
3513,2,2024-07-04
3514,1,2024-07-19
3515,2,2024-10-28
3516,1,2024-09-21
3517,5,2024-05-13
3518,2,2024-05-18
3519,1,2024-04-16
3520,4,2024-07-25
3521,4,2024-03-13
3522,4,2024-05-05
3523,2,2024-02-26
3524,4,2024-07-04
3525,3,2024-06-04
3526,1,2024-09-30
3527,6,2024-07-03
3528,1,2024-03-12
3529,2,2024-11-02
3530,3,2024-05-08
3531,5,2024-11-04
3532,6,2024-08-17
3533,5,2024-03-04
3534,3,2024-01-25
3535,3,2024-05-04
3536,5,2024-02-13
3537,5,2024-06-05
3538,5,2024-06-30
3539,2,2024-05-01
3540,5,2024-10-03
3541,2,2024-10-31
3542,3,2024-07-07
3543,1,2024-01-27
3544,1,2024-05-05
3545,2,2024-03-18
3546,4,2024-02-03
3547,1,2024-08-17
3548,5,2024-10-23
3549,1,2024-06-06
3550,6,2024-05-27
3551,5,2024-09-21
3552,5,2024-01-01
3553,3,2024-08-01
3554,4,2024-11-02
3555,4,2024-06-18
3556,5,2024-09-14
3557,4,2024-03-03
3558,2,2024-04-27
3559,3,2024-07-30
3560,6,2024-04-16
3561,2,2024-09-25
3562,2,2024-07-28
3563,1,2024-09-04
3564,4,2024-02-02
3565,6,2024-03-13
3566,1,2024-07-25
3567,5,2024-08-03
3568,2,2024-04-04
3569,5,2024-04-05
3570,1,2024-10-24
3571,6,2024-07-03
3572,1,2024-03-29
3573,4,2024-10-01
3574,2,2024-07-23
3575,4,2024-08-03
3576,1,2024-04-01
3577,2,2024-04-24
