id_aluno,id_disciplina,data_inscricao
2412,1,2024-10-31
2413,3,2024-10-12
2414,2,2024-11-01
2415,2,2024-04-12
2416,1,2024-10-12
2417,3,2024-08-08
2418,4,2024-04-10
2419,1,2024-04-04
2420,3,2024-08-11
2421,4,2024-06-16
2422,2,2024-01-21
2423,4,2024-04-03
2424,4,2024-06-17
2425,1,2024-10-25
2426,1,2024-07-26
2427,3,2024-08-09
2428,4,2024-04-03
2429,1,2024-11-02
2430,4,2024-03-17
2431,4,2024-09-09
2432,1,2024-04-25
2433,4,2024-05-04
2434,4,2024-01-22
2435,4,2024-06-18
2436,3,2024-02-19
2437,4,2024-03-02
2438,3,2024-05-17
2439,3,2024-01-20
2440,2,2024-07-16
2441,3,2024-05-30
2442,1,2024-04-07
2443,3,2024-09-02
2444,2,2024-04-08
2445,3,2024-09-28
2446,3,2024-04-10
2447,2,2024-07-04
2448,1,2024-06-26
2449,2,2024-02-18
2450,4,2024-07-23
2451,1,2024-01-24
2452,2,2024-07-12
2453,2,2024-06-22
2454,3,2024-06-17
2455,2,2024-02-14
2456,1,2024-04-03
2457,2,2024-09-04
2458,4,2024-06-05
2459,4,2024-03-01
2460,4,2024-05-19
2461,2,2024-02-23
2462,4,2024-04-30
2463,2,2024-01-19
2464,1,2024-09-30
2465,2,2024-03-13
2466,4,2024-01-13
2467,3,2024-05-08
2468,1,2024-05-21
2469,1,2024-07-10
2470,2,2024-07-04
2471,1,2024-06-05
2472,1,2024-05-21
2473,3,2024-09-14
2474,3,2024-06-19
2475,3,2024-05-13
2476,4,2024-02-16
2477,3,2024-04-28
2478,4,2024-04-07
2479,4,2024-09-03
2480,2,2024-03-15
2481,1,2024-05-14
2482,4,2024-06-20
2483,4,2024-06-28
2484,4,2024-01-23
2485,2,2024-05-09
2486,1,2024-03-12
2487,4,2024-07-23
2488,4,2024-03-30
2489,4,2024-09-05
2490,3,2024-03-09
2491,1,2024-07-28
2492,3,2024-06-05
2493,1,2024-02-14
2494,3,2024-08-02
2495,1,2024-01-17
2496,3,2024-05-29
2497,3,2024-06-29
2498,4,2024-03-10
2499,1,2024-03-26
2500,4,2024-08-19
2501,2,2024-07-28
2502,3,2024-05-17
2503,1,2024-02-29
2504,1,2024-01-18
2505,3,2024-08-03
2506,1,2024-03-25
2507,3,2024-05-28
2508,2,2024-10-18
2509,3,2024-01-29
2510,2,2024-04-17
2511,3,2024-04-29
2512,3,2024-04-21
2513,3,2024-09-06
2514,1,2024-10-22
2515,2,2024-04-18
2516,3,2024-03-11
2517,3,2024-01-04
2518,2,2024-10-29
2519,1,2024-03-18
2520,2,2024-09-23
2521,1,2024-10-04
2522,2,2024-03-11
2523,2,2024-05-04
2524,1,2024-03-24
2525,3,2024-01-02
2526,1,2024-09-01
2527,2,2024-02-28
2528,3,2024-09-13
2529,3,2024-09-29
2530,1,2024-01-03
2531,2,2024-08-05
2532,1,2024-06-24
2533,1,2024-05-16
2534,2,2024-07-20
2535,2,2024-02-20
2536,3,2024-01-18
2537,3,2024-05-11
2538,3,2024-07-08
2539,3,2024-10-11
2540,2,2024-07-25
2541,3,2024-02-22
2542,2,2024-07-17
2543,2,2024-02-05
2544,1,2024-03-07
2545,2,2024-08-26
2546,1,2024-04-05
2547,2,2024-09-03
2548,4,2024-02-28
2549,4,2024-05-05
2550,1,2024-07-15
2551,2,2024-10-30
2552,4,2024-09-20
2553,3,2024-11-02
2554,2,2024-01-06
2555,4,2024-07-17
2556,2,2024-04-10
2557,1,2024-07-01
2558,3,2024-10-17
2559,4,2024-09-10
2560,4,2024-06-14
2561,4,2024-09-04
2562,1,2024-08-21
2563,1,2024-05-15
2564,4,2024-11-04
2565,2,2024-09-24
2566,1,2024-04-26
2567,4,2024-10-17
2568,4,2024-07-01
2569,2,2024-08-04
2570,1,2024-04-20
2571,4,2024-07-17
2572,1,2024-10-24
2573,4,2024-01-04
2574,4,2024-03-20
2575,4,2024-06-27
2576,3,2024-09-02
2577,2,2024-03-06
2578,3,2024-09-06
2579,1,2024-05-04
2580,2,2024-10-15
2581,3,2024-03-29
2582,4,2024-06-17
2583,1,2024-06-18
2584,3,2024-04-24
2585,4,2024-04-21
2586,1,2024-05-24
2587,2,2024-07-25
2588,3,2024-07-02
2589,3,2024-03-29
2590,3,2024-01-26
2591,2,2024-02-12
2592,1,2024-05-18
2593,3,2024-10-24
2594,1,2024-07-19
2595,3,2024-01-07
2596,3,2024-02-23
2597,1,2024-06-18
2598,1,2024-05-04
2599,3,2024-09-14
2600,2,2024-09-01
2601,4,2024-05-31
2602,4,2024-05-28
2603,1,2024-01-21
2604,3,2024-07-25
2605,4,2024-09-06
2606,2,2024-09-06
2607,2,2024-08-15
2608,1,2024-10-07
2609,3,2024-06-23
2610,2,2024-02-10
2611,1,2024-02-23
2612,2,2024-03-29
2613,4,2024-09-06
2614,4,2024-03-27
2615,2,2024-06-14
2616,2,2024-07-16
2617,1,2024-09-08
2618,3,2024-06-12
2619,1,2024-03-06
2620,1,2024-08-11
2621,2,2024-08-15
2622,4,2024-03-23
2623,1,2024-09-12
2624,4,2024-03-23
2625,2,2024-04-15
2626,4,2024-08-25
2627,2,2024-03-05
2628,1,2024-06-02
2629,3,2024-07-13
2630,1,2024-02-12
2631,1,2024-11-04
2632,3,2024-03-08
2633,4,2024-09-26
2634,4,2024-07-09
2635,3,2024-09-22
2636,2,2024-08-08
2637,2,2024-08-16
2638,4,2024-10-02
2639,1,2024-02-08
2640,1,2024-07-24
2641,2,2024-09-10
2642,1,2024-05-10
2643,4,2024-03-19
2644,4,2024-09-11
2645,2,2024-04-03
2646,3,2024-08-27
2647,1,2024-04-09
2648,2,2024-05-20
2649,3,2024-06-06
2650,1,2024-07-03
2651,2,2024-02-14
2652,1,2024-05-22
2653,4,2024-02-16
2654,1,2024-06-03
2655,1,2024-02-08
2656,3,2024-03-18
2657,4,2024-02-01
2658,1,2024-03-31
2659,1,2024-01-27
2660,2,2024-09-26
2661,2,2024-07-25
2662,2,2024-08-10
2663,3,2024-04-12
2664,1,2024-10-06
2665,4,2024-04-20
2666,3,2024-08-15
2667,3,2024-10-16
2668,2,2024-04-18
2669,2,2024-04-22
2670,3,2024-04-24
2671,1,2024-01-18
2672,3,2024-05-03
2673,3,2024-05-15
2674,3,2024-06-18
2675,2,2024-04-07
2676,1,2024-07-07
2677,2,2024-02-28
2678,1,2024-06-09
2679,3,2024-07-04
2680,1,2024-08-20
2681,1,2024-09-07
2682,4,2024-06-03
2683,2,2024-03-04
2684,2,2024-03-18
2685,2,2024-06-04
2686,1,2024-10-13
2687,1,2024-10-25
2688,3,2024-07-03
2689,4,2024-06-28
2690,4,2024-04-13
2691,4,2024-03-15
2692,3,2024-09-02
2693,3,2024-02-03
2694,2,2024-08-11
2695,4,2024-05-08
2696,3,2024-06-08
2697,3,2024-01-28
2698,1,2024-08-20
2699,3,2024-03-04
2700,3,2024-04-24
2701,1,2024-02-29
2702,4,2024-06-06
2703,1,2024-02-29
2704,2,2024-03-26
2705,1,2024-06-10
2706,2,2024-07-22
2707,3,2024-07-16
2708,3,2024-09-22
2709,2,2024-05-07
2710,1,2024-03-07
2711,3,2024-04-07
2712,3,2024-05-27
2713,4,2024-06-28
2714,2,2024-01-27
2715,1,2024-06-05
2716,1,2024-06-15
2717,4,2024-03-15
2718,1,2024-07-03
2719,4,2024-08-15
2720,3,2024-10-01
2721,1,2024-09-02
2722,1,2024-09-13
2723,4,2024-07-24
2724,3,2024-02-21
2725,2,2024-04-09
2726,3,2024-01-04
2727,3,2024-03-29
2728,1,2024-06-07
2729,4,2024-07-24
2730,2,2024-10-26
2731,4,2024-06-27
2732,2,2024-04-01
2733,3,2024-04-26
2734,2,2024-10-17
2735,4,2024-09-04
2736,1,2024-03-28
2737,3,2024-07-24
2738,2,2024-07-16
2739,3,2024-05-26
2740,3,2024-05-30
2741,1,2024-04-11
2742,4,2024-06-22
2743,1,2024-07-29
2744,4,2024-03-21
2745,2,2024-10-08
2746,1,2024-08-23
2747,4,2024-06-07
2748,4,2024-05-12
2749,4,2024-10-16
2750,4,2024-09-03
2751,4,2024-01-08
2752,3,2024-05-05
2753,2,2024-04-13
2754,1,2024-04-11
2755,2,2024-06-11
2756,4,2024-01-26
2757,4,2024-10-20
2758,2,2024-02-01
2759,3,2024-04-24
2760,4,2024-10-06
2761,2,2024-07-17
2762,4,2024-02-26
2763,3,2024-10-15
2764,1,2024-06-02
2765,4,2024-10-09
2766,3,2024-03-28
2767,1,2024-07-23
2768,4,2024-05-20
2769,1,2024-03-18
2770,2,2024-05-27
2771,1,2024-04-09
2772,4,2024-02-13
2773,4,2024-07-08
2774,1,2024-02-11
2775,2,2024-10-16
2776,1,2024-03-16
2777,3,2024-10-20
2778,3,2024-02-15
2779,1,2024-01-31
2780,3,2024-09-12
2781,3,2024-01-26
2782,4,2024-02-16
2783,2,2024-01-03
2784,2,2024-05-26
2785,2,2024-07-15
2786,1,2024-03-13
2787,2,2024-08-20
2788,1,2024-06-30
2789,1,2024-06-10
2790,2,2024-05-29
2791,1,2024-09-14
2792,3,2024-03-27
2793,4,2024-11-05
2794,4,2024-10-04
2795,1,2024-02-16
2796,1,2024-10-15
2797,1,2024-01-16
2798,4,2024-01-02
2799,1,2024-09-22
2800,4,2024-07-06
2801,1,2024-10-18
2802,3,2024-03-06
2803,4,2024-08-08
2804,2,2024-03-29
2805,1,2024-02-19
2806,3,2024-05-20
2807,4,2024-01-23
2808,3,2024-07-14
2809,4,2024-06-08
2810,4,2024-02-28
2811,2,2024-07-22
2812,1,2024-06-18
2813,3,2024-07-09
2814,2,2024-10-24
2815,1,2024-06-12
2816,2,2024-07-26
2817,4,2024-01-20
2818,3,2024-08-05
2819,1,2024-09-26
2820,4,2024-05-07
2821,2,2024-03-08
2822,2,2024-06-06
2823,4,2024-07-06
2824,4,2024-06-20
2825,3,2024-01-30
2826,1,2024-08-27
2827,1,2024-09-25
2828,2,2024-02-17
2829,4,2024-02-28
2830,3,2024-04-22
2831,3,2024-01-26
2832,3,2024-10-23
2833,3,2024-05-15
2834,3,2024-07-24
2835,3,2024-04-18
2836,1,2024-04-23
2837,1,2024-08-30
2838,1,2024-09-08
2839,2,2024-10-20
2840,2,2024-05-12
2841,2,2024-03-01
2842,3,2024-02-12
2843,3,2024-04-17
2844,3,2024-03-27
2845,3,2024-08-06
2846,1,2024-06-15
2847,3,2024-10-04
2848,1,2024-09-07
2849,3,2024-05-10
2850,3,2024-09-12
2851,1,2024-01-30
2852,1,2024-06-28
2853,4,2024-04-26
2854,1,2024-06-15
2855,3,2024-07-28
2856,4,2024-10-01
2857,3,2024-10-06
2858,3,2024-09-14
2859,4,2024-05-27
2860,3,2024-10-31
2861,1,2024-08-20
2862,4,2024-04-28
2863,4,2024-07-15
2864,2,2024-08-15
2865,2,2024-05-04
2866,2,2024-05-14
2867,2,2024-02-20
2868,1,2024-10-12
2869,3,2024-04-09
2870,4,2024-05-08
2871,1,2024-06-27
2872,4,2024-05-14
2873,1,2024-02-16
2874,4,2024-07-08
2875,4,2024-05-17
2876,3,2024-10-19
2877,3,2024-10-21
2878,1,2024-03-20
2879,1,2024-03-14
2880,1,2024-07-11
2881,1,2024-04-21
2882,4,2024-07-17
2883,1,2024-09-27
2884,1,2024-09-08
2885,1,2024-06-15
2886,1,2024-11-05
2887,3,2024-07-20
2888,3,2024-05-27
2889,3,2024-10-17
2890,4,2024-02-27
2891,2,2024-04-30
2892,1,2024-08-21
2893,2,2024-10-28
2894,2,2024-11-03
2895,1,2024-03-14
2896,4,2024-04-24
2897,2,2024-10-15
2898,2,2024-03-24
2899,2,2024-06-10
2900,4,2024-10-29
2901,2,2024-03-21
2902,3,2024-07-27
2903,1,2024-01-14
2904,4,2024-09-01
2905,2,2024-09-29
2906,2,2024-08-27
2907,3,2024-06-15
2908,4,2024-07-24
2909,4,2024-01-01
2910,1,2024-08-03
2911,3,2024-10-21
2912,1,2024-07-01
2913,4,2024-10-11
2914,4,2024-11-04
2915,1,2024-09-29
2916,1,2024-03-23
2917,2,2024-03-10
2918,2,2024-07-18
2919,4,2024-04-15
2920,4,2024-10-29
2921,2,2024-01-11
2922,3,2024-08-20
2923,2,2024-05-16
2924,4,2024-09-11
2925,2,2024-03-01
2926,4,2024-08-19
2927,4,2024-01-30
2928,4,2024-09-09
2929,3,2024-04-18
2930,2,2024-03-29
2931,1,2024-05-25
2932,4,2024-05-11
2933,4,2024-10-25
2934,3,2024-08-03
2935,4,2024-10-30
2936,1,2024-03-28
2937,2,2024-07-23
2938,2,2024-05-16
2939,3,2024-07-23
2940,1,2024-01-05
2941,1,2024-09-11
2942,2,2024-11-05
2943,1,2024-09-15
2944,4,2024-10-08
2945,1,2024-10-28
2946,1,2024-08-31
2947,2,2024-04-28
2948,4,2024-10-17
2949,3,2024-06-15
2950,1,2024-05-21
2951,4,2024-01-06
2952,1,2024-06-08
2953,1,2024-04-17
2954,4,2024-05-29
2955,4,2024-04-26
2956,4,2024-05-18
2957,4,2024-02-25
2958,4,2024-04-11
2959,3,2024-08-31
2960,1,2024-10-25
2961,4,2024-07-27
2962,2,2024-09-28
2963,2,2024-04-20
2964,1,2024-01-01
2965,2,2024-03-01
2966,1,2024-04-09
2967,2,2024-08-18
2968,3,2024-06-06
2969,4,2024-10-29
2970,3,2024-05-08
2971,3,2024-07-29
2972,1,2024-07-13
2973,1,2024-05-02
2974,3,2024-02-25
2975,2,2024-07-20
2976,2,2024-07-13
2977,3,2024-05-14
2978,1,2024-01-16
2979,1,2024-01-28
2980,1,2024-08-12
2981,3,2024-05-28
2982,1,2024-03-23
2983,3,2024-04-18
2984,4,2024-02-07
2985,1,2024-03-21
2986,3,2024-10-02
2987,1,2024-06-15
2988,2,2024-10-30
2989,2,2024-05-21
2990,1,2024-07-08
2991,1,2024-01-12
2992,3,2024-09-21
2993,4,2024-03-11
2994,1,2024-01-06
2995,2,2024-01-05
2996,4,2024-03-06
2997,2,2024-06-09
2998,4,2024-09-20
2999,2,2024-03-09
3000,4,2024-11-05
3001,2,2024-03-28
3002,2,2024-04-09
3003,1,2024-10-09
3004,4,2024-09-01
3005,3,2024-08-04
3006,1,2024-07-26
3007,4,2024-09-06
3008,4,2024-08-23
3009,4,2024-08-05
3010,1,2024-02-20
3011,2,2024-03-28
3012,1,2024-05-11
3013,2,2024-01-17
3014,4,2024-05-10
3015,4,2024-01-14
3016,4,2024-01-12
3017,3,2024-06-26
3018,2,2024-06-30
3019,2,2024-05-31
3020,3,2024-05-12
3021,4,2024-06-08
3022,1,2024-03-06
3023,2,2024-05-29
3024,2,2024-01-30
3025,1,2024-09-21
3026,4,2024-05-27
3027,3,2024-10-31
3028,1,2024-07-28
3029,3,2024-05-13
3030,2,2024-01-06
3031,4,2024-04-17
3032,4,2024-01-30
3033,4,2024-05-19
3034,3,2024-03-19
3035,3,2024-11-02
3036,3,2024-05-05
3037,2,2024-03-26
3038,3,2024-07-08
3039,3,2024-02-25
3040,3,2024-04-06
3041,2,2024-02-18
3042,4,2024-03-20
3043,1,2024-04-28
3044,3,2024-02-04
3045,3,2024-05-15
3046,2,2024-10-04
3047,4,2024-02-02
3048,2,2024-09-29
3049,1,2024-10-30
3050,1,2024-08-05
3051,2,2024-06-09
3052,1,2024-01-07
3053,4,2024-10-16
3054,1,2024-06-02
3055,1,2024-03-23
3056,4,2024-05-27
3057,4,2024-08-08
3058,1,2024-04-22
3059,4,2024-07-03
3060,1,2024-04-20
3061,4,2024-03-17
3062,1,2024-04-13
3063,3,2024-08-31
3064,1,2024-09-04
3065,4,2024-04-02
3066,4,2024-09-08
3067,2,2024-04-07
3068,3,2024-03-23
3069,4,2024-10-28
3070,2,2024-09-20
3071,3,2024-05-30
3072,3,2024-05-30
3073,1,2024-09-17
3074,3,2024-08-19
3075,2,2024-04-11
3076,2,2024-05-20
3077,3,2024-07-10
3078,4,2024-01-12
3079,3,2024-03-20
3080,2,2024-06-16
3081,2,2024-04-05
3082,2,2024-10-10
3083,4,2024-09-24
3084,1,2024-01-15
3085,1,2024-04-15
3086,2,2024-09-26
3087,3,2024-04-09
3088,1,2024-04-17
3089,1,2024-07-30
3090,3,2024-06-04
3091,3,2024-07-20
3092,4,2024-01-04
3093,4,2024-09-25
3094,4,2024-01-18
3095,4,2024-03-22
3096,2,2024-11-05
3097,4,2024-07-12
3098,4,2024-06-06
3099,1,2024-06-13
3100,4,2024-04-07
3101,3,2024-06-17
3102,4,2024-06-09
3103,3,2024-08-17
3104,3,2024-10-22
3105,1,2024-03-06
3106,1,2024-01-24
3107,2,2024-01-24
3108,3,2024-09-29
3109,1,2024-02-02
3110,4,2024-09-29
3111,3,2024-01-27
3112,2,2024-04-07
3113,4,2024-02-14
3114,1,2024-05-31
3115,3,2024-08-14
3116,4,2024-07-14
3117,2,2024-05-10
3118,4,2024-04-12
3119,1,2024-06-13
3120,4,2024-06-24
3121,3,2024-10-20
3122,2,2024-06-16
3123,3,2024-09-24
3124,3,2024-02-08
3125,4,2024-05-25
3126,3,2024-02-22
3127,4,2024-02-28
3128,2,2024-04-08
3129,3,2024-07-05
3130,1,2024-04-25
3131,2,2024-01-01
3132,2,2024-02-11
3133,1,2024-05-18
3134,4,2024-04-27
3135,1,2024-05-17
3136,2,2024-04-22
3137,1,2024-04-06
3138,4,2024-10-14
3139,2,2024-10-17
3140,4,2024-03-21
3141,1,2024-03-21
3142,2,2024-09-11
3143,3,2024-01-24
3144,4,2024-03-08
3145,1,2024-11-03
3146,4,2024-07-08
3147,3,2024-08-13
3148,2,2024-07-07
3149,3,2024-03-23
3150,2,2024-02-02
3151,1,2024-06-27
3152,4,2024-04-28
3153,1,2024-08-17
3154,3,2024-08-19
3155,3,2024-09-01
3156,2,2024-10-29
3157,2,2024-09-26
3158,4,2024-06-18
3159,3,2024-10-01
3160,4,2024-02-29
3161,3,2024-07-17
3162,3,2024-06-08
3163,2,2024-03-20
3164,4,2024-08-21
3165,2,2024-03-03
3166,3,2024-09-21
3167,1,2024-09-18
3168,3,2024-04-30
3169,1,2024-04-06
3170,2,2024-10-14
3171,3,2024-10-19
3172,4,2024-10-14
3173,2,2024-02-10
3174,4,2024-03-17
3175,1,2024-03-27
3176,1,2024-05-05
3177,2,2024-08-02
3178,4,2024-04-10
3179,4,2024-01-09
3180,2,2024-04-12
3181,2,2024-10-31
3182,1,2024-10-25
3183,2,2024-09-22
3184,1,2024-07-04
3185,4,2024-04-06
3186,2,2024-01-12
3187,2,2024-01-19
3188,2,2024-06-26
3189,4,2024-03-03
3190,4,2024-08-02
3191,2,2024-07-14
3192,4,2024-02-20
3193,4,2024-01-23
3194,1,2024-11-04
3195,3,2024-07-26
3196,2,2024-10-31
3197,4,2024-01-01
3198,2,2024-09-12
3199,4,2024-05-27
3200,3,2024-03-30
3201,1,2024-05-04
3202,3,2024-07-20
3203,4,2024-02-17
3204,4,2024-10-25
3205,1,2024-09-23
3206,3,2024-05-11
3207,4,2024-04-16
3208,3,2024-10-06
3209,3,2024-10-04
3210,3,2024-03-01
3211,1,2024-10-19
3212,3,2024-10-05
3213,1,2024-10-18
3214,4,2024-08-01
3215,4,2024-04-13
3216,2,2024-05-05
3217,2,2024-09-18
3218,4,2024-01-24
3219,3,2024-06-16
3220,3,2024-08-12
3221,1,2024-07-19
3222,1,2024-02-27
3223,1,2024-10-15
3224,2,2024-06-11
3225,3,2024-04-12
3226,3,2024-02-06
3227,1,2024-09-09
3228,4,2024-09-19
3229,2,2024-09-20
3230,2,2024-02-19
3231,1,2024-01-15
3232,2,2024-07-04
3233,2,2024-05-06
3234,1,2024-08-13
3235,1,2024-01-02
3236,2,2024-10-06
3237,2,2024-10-13
3238,1,2024-09-14
3239,3,2024-03-24
3240,4,2024-02-21
3241,3,2024-05-31
3242,3,2024-08-26
3243,2,2024-05-14
3244,3,2024-04-05
3245,3,2024-02-16
3246,3,2024-06-03
3247,3,2024-03-19
3248,2,2024-06-26
3249,4,2024-09-10
3250,4,2024-03-30
3251,3,2024-06-06
3252,1,2024-04-07
3253,4,2024-04-21
3254,3,2024-04-09
3255,3,2024-10-15
3256,4,2024-05-16
3257,3,2024-05-16
3258,3,2024-06-21
3259,2,2024-05-22
3260,3,2024-05-16
3261,1,2024-01-12
3262,2,2024-05-26
3263,4,2024-06-23
3264,2,2024-01-05
3265,1,2024-10-24
3266,4,2024-03-05
3267,3,2024-05-04
3268,3,2024-07-06
3269,2,2024-02-24
3270,3,2024-08-12
3271,3,2024-08-27
3272,3,2024-03-20
3273,4,2024-09-16
3274,2,2024-10-18
3275,1,2024-09-23
3276,3,2024-08-15
3277,4,2024-03-16
3278,1,2024-06-23
3279,3,2024-03-02
3280,1,2024-08-13
3281,3,2024-01-01
3282,2,2024-08-23
3283,2,2024-08-22
3284,1,2024-06-29
3285,2,2024-04-03
3286,3,2024-04-21
3287,3,2024-04-12
3288,1,2024-09-11
3289,4,2024-10-07
3290,3,2024-09-10
3291,3,2024-04-07
3292,4,2024-02-17
3293,1,2024-03-30
3294,2,2024-10-10
3295,1,2024-07-22
3296,4,2024-01-07
3297,3,2024-07-13
3298,4,2024-01-13
3299,4,2024-05-22
3300,2,2024-04-11
3301,2,2024-05-12
3302,2,2024-08-18
3303,1,2024-02-20
3304,3,2024-02-02
3305,1,2024-04-14
3306,1,2024-06-28
3307,3,2024-03-16
3308,4,2024-05-28
3309,4,2024-02-28
3310,1,2024-08-21
3311,2,2024-05-08
3312,3,2024-04-08
3313,2,2024-04-26
3314,4,2024-09-26
3315,2,2024-03-08
3316,1,2024-09-12
3317,1,2024-01-20
3318,4,2024-10-29
3319,2,2024-07-14
3320,1,2024-04-04
3321,2,2024-07-10
3322,3,2024-03-05
3323,3,2024-04-07
3324,3,2024-02-08
3325,2,2024-06-29
3326,2,2024-05-06
3327,1,2024-10-04
3328,4,2024-08-16
3329,1,2024-09-27
3330,2,2024-09-03
3331,4,2024-04-15
3332,2,2024-04-29
3333,4,2024-08-06
3334,4,2024-01-30
3335,3,2024-07-27
3336,2,2024-01-07
3337,3,2024-02-11
3338,1,2024-04-28
3339,1,2024-05-14
3340,3,2024-03-28
3341,4,2024-02-18
3342,2,2024-07-24
3343,3,2024-03-21
3344,1,2024-08-07
3345,4,2024-07-22
3346,3,2024-07-05
3347,3,2024-01-16
3348,1,2024-07-29
3349,3,2024-05-20
3350,4,2024-10-21
3351,3,2024-09-28
3352,3,2024-04-01
3353,3,2024-03-15
3354,3,2024-10-24
3355,2,2024-02-06
3356,4,2024-08-11
3357,2,2024-09-03
3358,3,2024-03-02
3359,2,2024-07-16
3360,1,2024-02-01
3361,2,2024-02-20
3362,1,2024-02-27
3363,4,2024-01-12
3364,4,2024-04-02
3365,2,2024-01-29
3366,3,2024-01-01
3367,1,2024-11-05
3368,1,2024-08-04
3369,2,2024-10-05
3370,3,2024-01-24
3371,3,2024-08-03
3372,1,2024-10-01
3373,1,2024-02-16
3374,1,2024-04-17
3375,3,2024-04-13
3376,1,2024-05-11
3377,1,2024-03-28
3378,4,2024-01-21
3379,2,2024-06-07
3380,1,2024-02-29
3381,4,2024-10-21
3382,1,2024-08-08
3383,2,2024-09-02
3384,2,2024-07-04
3385,1,2024-08-02
3386,3,2024-01-02
3387,3,2024-07-15
3388,1,2024-01-12
3389,4,2024-02-11
3390,3,2024-02-28
3391,4,2024-01-01
3392,4,2024-07-18
3393,2,2024-05-27
3394,1,2024-03-23
3395,1,2024-01-25
3396,4,2024-03-14
3397,2,2024-08-27
3398,3,2024-01-18
3399,3,2024-03-12
3400,1,2024-10-01
3401,4,2024-06-10
3402,2,2024-07-22
3403,2,2024-10-25
3404,4,2024-10-29
3405,2,2024-05-16
3406,4,2024-10-13
3407,2,2024-11-03
3408,1,2024-07-20
3409,4,2024-05-29
3410,4,2024-06-13
3411,4,2024-01-22
3412,2,2024-10-23
3413,4,2024-03-27
3414,1,2024-08-06
3415,3,2024-08-31
3416,4,2024-02-29
3417,3,2024-01-13
3418,3,2024-04-24
3419,3,2024-02-27
3420,1,2024-04-22
3421,3,2024-08-10
3422,3,2024-03-22
3423,1,2024-03-16
3424,1,2024-09-16
3425,2,2024-09-05
3426,2,2024-10-30
3427,2,2024-04-08
3428,2,2024-07-14
3429,1,2024-02-18
3430,4,2024-09-27
3431,2,2024-02-27
3432,4,2024-07-29
3433,2,2024-03-17
3434,1,2024-07-28
3435,1,2024-02-27
3436,3,2024-04-17
3437,1,2024-02-26
3438,4,2024-03-14
3439,1,2024-05-22
3440,1,2024-08-05
3441,4,2024-03-22
3442,4,2024-10-28
3443,2,2024-02-14
3444,3,2024-04-07
3445,4,2024-08-08
3446,2,2024-06-14
3447,2,2024-06-25
3448,3,2024-06-24
3449,2,2024-06-20
3450,2,2024-10-08
3451,1,2024-02-10
3452,3,2024-03-15
3453,2,2024-10-16
3454,1,2024-10-04
3455,1,2024-10-07
3456,4,2024-07-11
3457,4,2024-04-03
3458,2,2024-03-11
3459,2,2024-02-12
3460,1,2024-06-13
3461,3,2024-01-05
3462,2,2024-01-21
3463,2,2024-02-05
3464,3,2024-08-12
3465,4,2024-03-09
3466,3,2024-08-04
3467,3,2024-06-25
3468,3,2024-02-21
3469,3,2024-04-14
3470,3,2024-05-01
3471,2,2024-04-20
3472,2,2024-04-07
3473,2,2024-10-20
3474,3,2024-08-14
3475,2,2024-09-07
3476,2,2024-06-22
3477,3,2024-01-08
3478,2,2024-05-02
3479,1,2024-01-21
3480,1,2024-03-01
3481,4,2024-08-13
3482,1,2024-05-02
3483,1,2024-10-14
3484,4,2024-07-29
3485,1,2024-09-28
3486,3,2024-07-09
3487,3,2024-04-17
3488,3,2024-05-07
3489,2,2024-09-28
3490,2,2024-03-24
3491,2,2024-02-17
3492,1,2024-08-02
3493,1,2024-07-23
3494,3,2024-10-23
3495,4,2024-02-13
3496,2,2024-01-14
3497,3,2024-10-02
3498,3,2024-08-04
3499,1,2024-01-23
3500,3,2024-03-12
3501,1,2024-08-08
3502,2,2024-04-13
3503,2,2024-02-15
3504,4,2024-01-30
3505,2,2024-05-19
3506,4,2024-04-05
3507,4,2024-01-06
3508,1,2024-07-28
3509,4,2024-07-28
3510,4,2024-05-06
3511,2,2024-01-24
3512,1,2024-10-01
3513,2,2024-03-31
3514,3,2024-05-20
3515,4,2024-11-04
3516,4,2024-03-29
3517,4,2024-09-21
3518,3,2024-01-26
3519,2,2024-07-14
3520,1,2024-04-17
3521,3,2024-02-24
3522,4,2024-08-27
3523,4,2024-04-28
3524,4,2024-07-27
3525,1,2024-07-06
3526,1,2024-07-12
3527,4,2024-11-04
3528,2,2024-08-23
3529,3,2024-04-28
3530,2,2024-04-18
3531,3,2024-04-06
3532,1,2024-10-23
3533,1,2024-05-21
3534,1,2024-02-21
3535,2,2024-01-25
3536,4,2024-09-26
3537,3,2024-04-30
3538,2,2024-06-20
3539,4,2024-08-25
3540,3,2024-05-08
3541,1,2024-08-13
3542,3,2024-01-30
3543,1,2024-01-22
3544,2,2024-07-13
3545,4,2024-05-31
3546,2,2024-02-11
3547,3,2024-09-11
3548,1,2024-06-13
3549,4,2024-08-08
3550,2,2024-06-03
3551,4,2024-07-14
3552,3,2024-01-28
3553,2,2024-08-26
3554,3,2024-06-24
3555,1,2024-03-28
3556,3,2024-05-21
3557,4,2024-07-05
3558,4,2024-07-22
3559,1,2024-03-29
3560,2,2024-10-06
3561,3,2024-01-25
3562,2,2024-04-09
3563,4,2024-01-17
3564,1,2024-02-03
3565,4,2024-09-23
3566,2,2024-02-27
3567,1,2024-09-07
3568,4,2024-03-11
3569,2,2024-05-20
3570,3,2024-02-19
3571,3,2024-05-22
3572,3,2024-05-17
3573,3,2024-02-05
3574,2,2024-02-17
3575,2,2024-02-12
3576,2,2024-08-31
